"Customer ID",Age,Gender,"Item Purchased",Category,"Purchase Amount (USD)",Location,Size,Color,Season,"Review Rating","Subscription Status","Payment Method","Shipping Type","Discount Applied","Promo Code Used","Previous Purchases","Preferred Payment Method","Frequency of Purchases"
3161,28,1,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,0,"Debit Card","Next Day Air",0,0,37,Cash,4
3162,66,1,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,0,Cash,"2-Day Shipping",0,0,43,Cash,3
3163,66,1,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,0,"Credit Card",Standard,0,0,28,"Bank Transfer",2
3164,49,1,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,0,"Bank Transfer",Express,0,0,36,Cash,3
3165,40,1,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,0,Cash,Standard,0,0,16,"Credit Card",1
3166,49,1,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3,0,PayPal,"Store Pickup",0,0,38,"Bank Transfer",2
3167,19,1,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,0,"Debit Card","Next Day Air",0,0,37,"Bank Transfer",4
3168,24,1,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,0,Venmo,"2-Day Shipping",0,0,9,Cash,4
3169,31,1,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,0,"Bank Transfer","2-Day Shipping",0,0,14,PayPal,4
3170,35,1,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,0,Venmo,"Free Shipping",0,0,3,Venmo,5
3171,65,1,Sunglasses,Accessories,41,"Rhode Island",XL,Charcoal,Spring,4.4,0,"Debit Card",Express,0,0,10,"Credit Card",4
3172,68,1,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,0,"Credit Card",Express,0,0,26,"Bank Transfer",4
3173,57,1,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,0,Venmo,Standard,0,0,30,"Debit Card",4
3174,69,1,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,0,Cash,"Next Day Air",0,0,32,PayPal,4
3175,45,1,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,0,PayPal,"Store Pickup",0,0,35,PayPal,3
3176,35,1,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,0,"Debit Card","Store Pickup",0,0,26,"Debit Card",2
3177,36,1,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,0,Cash,"2-Day Shipping",0,0,39,"Credit Card",3
3178,55,1,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,0,"Credit Card",Standard,0,0,31,"Credit Card",3
3179,66,1,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,0,Cash,"Free Shipping",0,0,28,"Credit Card",1
3180,57,1,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,0,"Debit Card","Free Shipping",0,0,12,"Debit Card",4
3181,18,1,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,0,Cash,Standard,0,0,46,PayPal,5
3182,31,1,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,0,Cash,"Free Shipping",0,0,27,PayPal,2
3183,50,1,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,0,PayPal,"Free Shipping",0,0,4,"Credit Card",1
3184,50,1,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,0,"Debit Card",Standard,0,0,14,Cash,2
3185,61,1,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,0,"Credit Card","2-Day Shipping",0,0,30,Venmo,2
3186,52,1,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,0,"Credit Card",Express,0,0,6,PayPal,1
3187,38,1,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,0,PayPal,"Store Pickup",0,0,43,Venmo,1
3188,67,1,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,0,"Credit Card","Free Shipping",0,0,28,"Debit Card",5
3189,42,1,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,0,Venmo,Standard,0,0,39,"Bank Transfer",3
3190,25,1,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,0,PayPal,"Store Pickup",0,0,30,PayPal,4
3191,41,1,Jeans,Clothing,78,California,S,Purple,Fall,3.4,0,"Bank Transfer","Free Shipping",0,0,5,"Credit Card",4
3192,62,1,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,0,"Bank Transfer","Store Pickup",0,0,42,"Credit Card",2
3193,19,1,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3,0,"Credit Card","Free Shipping",0,0,20,Cash,4
3194,63,1,Gloves,Accessories,99,Virginia,L,Teal,Winter,4,0,PayPal,Express,0,0,35,"Credit Card",4
3195,43,1,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,0,"Debit Card",Standard,0,0,10,"Credit Card",4
3196,68,1,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,0,"Debit Card","Next Day Air",0,0,36,"Credit Card",2
3197,24,1,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,0,"Debit Card",Express,0,0,21,"Debit Card",4
3198,27,1,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,0,"Bank Transfer","Free Shipping",0,0,29,"Credit Card",2
3199,61,1,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,0,Cash,"Free Shipping",0,0,39,"Debit Card",5
3200,59,1,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,0,PayPal,Express,0,0,16,PayPal,3
3201,67,1,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,0,PayPal,"Free Shipping",0,0,32,"Credit Card",3
3202,46,1,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,0,"Credit Card","2-Day Shipping",0,0,34,Cash,3
3203,65,1,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,0,"Bank Transfer",Standard,0,0,38,Venmo,1
3204,63,1,Coat,Outerwear,29,"New Jersey",L,Teal,Spring,4.1,0,Cash,Express,0,0,14,Venmo,1
3205,57,1,Jacket,Outerwear,92,"New Mexico",XL,Lavender,Fall,4.3,0,"Credit Card","Free Shipping",0,0,23,"Debit Card",4
3206,40,1,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,0,"Debit Card","2-Day Shipping",0,0,50,"Bank Transfer",2
3207,36,1,Boots,Footwear,52,California,M,Brown,Winter,3,0,"Debit Card","Free Shipping",0,0,49,PayPal,3
3208,67,1,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,0,"Debit Card","Next Day Air",0,0,14,PayPal,1
3209,61,1,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,0,PayPal,"2-Day Shipping",0,0,42,PayPal,5
3210,64,1,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,0,"Bank Transfer",Standard,0,0,39,"Debit Card",1
3211,30,1,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,0,"Debit Card",Express,0,0,43,Venmo,4
3212,53,1,Pants,Clothing,65,"Rhode Island",L,Turquoise,Winter,4.9,0,"Credit Card",Standard,0,0,12,Cash,3
3213,27,1,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,0,"Bank Transfer","2-Day Shipping",0,0,21,"Debit Card",5
3214,27,1,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,0,Venmo,Standard,0,0,33,"Credit Card",3
3215,53,1,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,0,"Bank Transfer","Free Shipping",0,0,6,"Debit Card",1
3216,34,1,Coat,Outerwear,90,"Rhode Island",M,Magenta,Summer,2.7,0,"Bank Transfer","Free Shipping",0,0,10,PayPal,2
3217,39,1,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,0,"Debit Card","Next Day Air",0,0,18,Cash,5
3218,44,1,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,0,PayPal,Express,0,0,46,Venmo,5
3219,37,1,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,0,Venmo,Express,0,0,49,PayPal,3
3220,57,1,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,0,"Bank Transfer","2-Day Shipping",0,0,39,"Credit Card",5
3221,38,1,Handbag,Accessories,29,"North Dakota",M,Blue,Fall,4.1,0,PayPal,"Free Shipping",0,0,16,Cash,3
3222,21,1,T-shirt,Clothing,76,"New Hampshire",M,Yellow,Winter,3.2,0,"Credit Card",Standard,0,0,28,Cash,1
3223,45,1,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,0,"Debit Card","Store Pickup",0,0,22,PayPal,2
3224,68,1,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,0,PayPal,Standard,0,0,36,Venmo,4
3225,37,1,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,0,Cash,"Free Shipping",0,0,18,PayPal,3
3226,53,1,Blouse,Clothing,98,"New Hampshire",M,Pink,Fall,3,0,"Credit Card","Store Pickup",0,0,31,"Credit Card",5
3227,57,1,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,0,"Debit Card","Next Day Air",0,0,38,"Bank Transfer",4
3228,28,1,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,0,"Credit Card","Free Shipping",0,0,42,"Debit Card",2
3229,37,1,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,0,"Credit Card","2-Day Shipping",0,0,27,PayPal,1
3230,54,1,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,0,"Debit Card",Express,0,0,24,Cash,3
3231,49,1,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,0,Venmo,"Next Day Air",0,0,38,"Debit Card",1
3232,62,1,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,0,PayPal,"Free Shipping",0,0,9,"Credit Card",1
3233,45,1,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4,0,PayPal,"Next Day Air",0,0,19,"Bank Transfer",3
3234,45,1,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,0,"Credit Card",Express,0,0,11,"Debit Card",4
3235,49,1,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,0,"Bank Transfer","2-Day Shipping",0,0,16,"Debit Card",2
3236,27,1,Belt,Accessories,68,Kansas,M,Green,Summer,4,0,Venmo,"Free Shipping",0,0,18,Venmo,3
3237,63,1,Belt,Accessories,84,"South Carolina",L,Olive,Fall,4.1,0,Venmo,"Next Day Air",0,0,8,Cash,3
3238,61,1,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,0,"Bank Transfer",Express,0,0,4,Cash,5
3239,25,1,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,0,PayPal,"2-Day Shipping",0,0,37,Cash,2
3240,33,1,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,0,"Credit Card","2-Day Shipping",0,0,30,Cash,3
3241,56,1,Sandals,Footwear,37,"West Virginia",M,Violet,Fall,3.8,0,"Credit Card","2-Day Shipping",0,0,37,"Bank Transfer",3
3242,50,1,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,0,"Credit Card","Store Pickup",0,0,30,PayPal,2
3243,45,1,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,0,Cash,Express,0,0,17,Venmo,5
3244,45,1,Hoodie,Clothing,99,Idaho,L,Black,Summer,5,0,Venmo,"Store Pickup",0,0,11,"Bank Transfer",2
3245,65,1,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,0,"Bank Transfer",Express,0,0,42,"Credit Card",1
3246,63,1,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,0,PayPal,"Next Day Air",0,0,20,Cash,5
3247,70,1,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,0,Venmo,"Store Pickup",0,0,37,Cash,3
3248,53,1,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,0,Venmo,Express,0,0,12,PayPal,4
3249,22,1,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,0,Venmo,"Free Shipping",0,0,41,"Bank Transfer",2
3250,26,1,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,0,"Credit Card",Express,0,0,32,"Credit Card",2
3251,23,1,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,0,Cash,"2-Day Shipping",0,0,15,Venmo,5
3252,25,1,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,0,"Debit Card",Standard,0,0,39,Venmo,2
3253,69,1,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,0,"Bank Transfer","Store Pickup",0,0,48,"Credit Card",4
3254,36,1,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,0,"Debit Card","2-Day Shipping",0,0,8,Venmo,4
3255,21,1,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,0,Venmo,"Store Pickup",0,0,11,"Bank Transfer",2
3256,57,1,Shorts,Clothing,40,"New Jersey",M,Black,Fall,2.8,0,Cash,"Next Day Air",0,0,36,"Bank Transfer",3
3257,60,1,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,0,Cash,"Free Shipping",0,0,50,Venmo,2
3258,44,1,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,0,PayPal,Express,0,0,39,Venmo,2
3259,31,1,Shoes,Footwear,51,"New Jersey",M,Magenta,Spring,4.3,0,"Debit Card",Express,0,0,11,"Credit Card",4
3260,57,1,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,0,PayPal,"2-Day Shipping",0,0,5,"Debit Card",2
3261,39,1,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,0,"Bank Transfer","2-Day Shipping",0,0,7,"Credit Card",1
3262,48,1,Belt,Accessories,52,"Rhode Island",L,Cyan,Winter,3.4,0,"Bank Transfer","Store Pickup",0,0,50,"Debit Card",5
3263,42,1,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,0,Cash,Standard,0,0,21,Cash,2
3264,56,1,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,0,PayPal,Express,0,0,31,"Debit Card",4
3265,28,1,Pants,Clothing,50,Maine,S,Charcoal,Winter,4,0,PayPal,Express,0,0,39,Cash,4
3266,40,1,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,0,"Credit Card",Express,0,0,28,"Credit Card",4
3267,49,1,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,0,"Bank Transfer","Next Day Air",0,0,33,"Bank Transfer",5
3268,37,1,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3,0,"Debit Card","Store Pickup",0,0,42,"Credit Card",2
3269,22,1,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,0,Cash,"Free Shipping",0,0,5,"Bank Transfer",2
3270,27,1,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,0,Venmo,Express,0,0,25,Cash,3
3271,59,1,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,0,Cash,Express,0,0,48,PayPal,1
3272,35,1,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,0,"Debit Card",Standard,0,0,30,"Credit Card",5
3273,58,1,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,0,"Bank Transfer","Next Day Air",0,0,34,PayPal,2
3274,58,1,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,0,"Credit Card","Free Shipping",0,0,34,PayPal,2
3275,46,1,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,0,"Credit Card","Store Pickup",0,0,14,Cash,4
3276,43,1,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,0,Venmo,"2-Day Shipping",0,0,2,"Debit Card",5
3277,39,1,Scarf,Accessories,99,"South Dakota",M,White,Summer,4,0,"Credit Card","Store Pickup",0,0,41,PayPal,2
3278,59,1,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,0,Cash,"Store Pickup",0,0,3,"Credit Card",3
3279,59,1,Dress,Clothing,70,Montana,M,Black,Summer,3.3,0,"Debit Card","2-Day Shipping",0,0,18,"Bank Transfer",5
3280,59,1,Hat,Accessories,50,Wyoming,S,Red,Fall,3,0,"Credit Card",Express,0,0,1,"Debit Card",4
3281,45,1,Handbag,Accessories,57,"New York",L,Red,Winter,2.7,0,"Credit Card","Next Day Air",0,0,5,PayPal,3
3282,27,1,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,0,"Debit Card","Free Shipping",0,0,41,"Bank Transfer",1
3283,24,1,T-shirt,Clothing,94,California,M,Red,Fall,4.8,0,"Bank Transfer","Next Day Air",0,0,5,"Credit Card",3
3284,47,1,Jacket,Outerwear,24,"North Carolina",L,Purple,Spring,2.9,0,"Credit Card",Express,0,0,10,"Debit Card",2
3285,70,1,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,0,"Debit Card","2-Day Shipping",0,0,20,Venmo,1
3286,58,1,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,0,PayPal,"Free Shipping",0,0,11,Cash,5
3287,45,1,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5,0,Venmo,Express,0,0,4,Venmo,4
3288,24,1,Skirt,Clothing,63,"West Virginia",L,Black,Spring,4.3,0,PayPal,"2-Day Shipping",0,0,38,"Credit Card",5
3289,67,1,Handbag,Accessories,61,"South Carolina",XL,White,Spring,4.9,0,"Debit Card","Next Day Air",0,0,19,"Credit Card",4
3290,31,1,Backpack,Accessories,50,Montana,M,Maroon,Summer,4,0,Venmo,"2-Day Shipping",0,0,16,Venmo,2
3291,52,1,Coat,Outerwear,82,"North Dakota",L,Black,Spring,3.1,0,"Bank Transfer","Free Shipping",0,0,2,PayPal,3
3292,29,1,Belt,Accessories,51,"New Mexico",L,Olive,Fall,2.6,0,"Bank Transfer","2-Day Shipping",0,0,11,Cash,3
3293,62,1,Handbag,Accessories,23,Missouri,L,Gray,Spring,4.9,0,"Debit Card",Standard,0,0,18,"Bank Transfer",4
3294,19,1,Coat,Outerwear,91,"West Virginia",M,Gold,Spring,3.5,0,"Bank Transfer","2-Day Shipping",0,0,47,"Credit Card",4
3295,62,1,Sweater,Clothing,60,"South Carolina",S,Magenta,Spring,4.5,0,PayPal,"Store Pickup",0,0,15,"Bank Transfer",4
3296,70,1,Blouse,Clothing,34,"West Virginia",S,Lavender,Summer,2.8,0,PayPal,"Next Day Air",0,0,15,Cash,5
3297,20,1,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,0,PayPal,"Next Day Air",0,0,47,Venmo,2
3298,67,1,Belt,Accessories,82,"West Virginia",M,Violet,Fall,4.1,0,"Credit Card","Free Shipping",0,0,47,PayPal,3
3299,65,1,Jacket,Outerwear,73,"New Mexico",M,Brown,Fall,3.5,0,PayPal,Express,0,0,6,"Bank Transfer",2
3300,45,1,Shorts,Clothing,32,"South Dakota",L,Teal,Spring,4,0,"Bank Transfer","2-Day Shipping",0,0,18,Venmo,3
3301,26,1,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4,0,"Debit Card",Express,0,0,40,"Bank Transfer",4
3302,36,1,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,0,PayPal,"Free Shipping",0,0,31,"Credit Card",4
3303,36,1,Blouse,Clothing,82,Alabama,XL,Beige,Winter,4.2,0,Venmo,Standard,0,0,31,Venmo,4
3304,20,1,Belt,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,0,PayPal,"Next Day Air",0,0,4,"Credit Card",4
3305,30,1,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,0,"Debit Card","Next Day Air",0,0,36,"Bank Transfer",2
3306,34,1,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,0,"Bank Transfer",Standard,0,0,31,PayPal,4
3307,63,1,Jacket,Outerwear,39,Colorado,L,Orange,Summer,3.6,0,Cash,"Store Pickup",0,0,6,Venmo,4
3308,18,1,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4,0,"Credit Card","Store Pickup",0,0,1,Cash,3
3309,55,1,Jeans,Clothing,70,Utah,M,Pink,Fall,2.6,0,Venmo,Express,0,0,29,Cash,3
3310,48,1,Handbag,Accessories,47,Massachusetts,M,Blue,Summer,3.1,0,"Credit Card","Store Pickup",0,0,19,PayPal,3
3311,45,1,Jacket,Outerwear,27,Iowa,M,Pink,Winter,3.6,0,"Debit Card","Free Shipping",0,0,12,PayPal,4
3312,29,1,Hat,Accessories,52,Florida,L,Blue,Summer,4,0,PayPal,Express,0,0,18,"Bank Transfer",1
3313,55,1,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,0,Venmo,"Next Day Air",0,0,45,Cash,2
3314,55,1,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,0,Cash,Express,0,0,45,"Credit Card",3
3315,55,1,Socks,Clothing,94,Kansas,M,Violet,Spring,3.3,0,PayPal,Standard,0,0,8,"Credit Card",2
3316,48,1,Scarf,Accessories,68,Kentucky,S,Gold,Summer,2.9,0,"Credit Card",Standard,0,0,4,PayPal,2
3317,42,1,Socks,Clothing,45,"New Mexico",M,Olive,Summer,3.1,0,Cash,"Free Shipping",0,0,5,"Debit Card",4
3318,21,1,Hat,Accessories,67,"North Carolina",XL,Pink,Summer,4.7,0,"Debit Card",Standard,0,0,30,Cash,2
3319,45,1,Jacket,Outerwear,46,"North Dakota",M,Olive,Summer,3.9,0,Venmo,"Free Shipping",0,0,15,PayPal,3
3320,23,1,Shorts,Clothing,31,"North Dakota",M,Indigo,Summer,4.3,0,Cash,"Next Day Air",0,0,17,"Credit Card",2
3321,66,1,Blouse,Clothing,44,Illinois,XL,Silver,Fall,4.2,0,Cash,"2-Day Shipping",0,0,45,Cash,2
3322,32,1,Coat,Outerwear,100,Maine,S,Charcoal,Winter,4.3,0,"Bank Transfer","Next Day Air",0,0,3,Venmo,1
3323,52,1,Sweater,Clothing,92,Indiana,XL,Orange,Winter,4.6,0,"Credit Card","Next Day Air",0,0,43,PayPal,5
3324,54,1,Handbag,Accessories,78,"North Dakota",M,Yellow,Winter,3.8,0,Venmo,"Free Shipping",0,0,4,"Credit Card",3
3325,37,1,T-shirt,Clothing,32,Missouri,S,Red,Fall,3.3,0,Venmo,Standard,0,0,41,Venmo,5
3326,29,1,Sandals,Footwear,97,Alaska,M,Maroon,Fall,3.7,0,"Debit Card","2-Day Shipping",0,0,16,Venmo,3
3327,47,1,Gloves,Accessories,95,"North Dakota",M,Magenta,Summer,4.3,0,Cash,Standard,0,0,10,"Debit Card",1
3328,47,1,Shorts,Clothing,64,Connecticut,M,Black,Spring,4.1,0,"Bank Transfer",Express,0,0,2,"Debit Card",2
3329,42,1,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,0,Venmo,"Free Shipping",0,0,11,Cash,4
3330,34,1,Backpack,Accessories,54,"New Jersey",M,Gray,Winter,3.8,0,"Debit Card",Express,0,0,1,"Debit Card",4
3331,38,1,Sneakers,Footwear,96,Missouri,M,Black,Spring,3.2,0,PayPal,"2-Day Shipping",0,0,41,"Bank Transfer",2
3332,55,1,Sunglasses,Accessories,58,California,M,Pink,Summer,3.5,0,"Debit Card","Free Shipping",0,0,39,PayPal,2
3333,27,1,T-shirt,Clothing,23,Washington,M,Silver,Summer,3.1,0,PayPal,"2-Day Shipping",0,0,1,PayPal,4
3334,55,1,Jeans,Clothing,35,Minnesota,M,Violet,Spring,4.2,0,"Debit Card",Express,0,0,3,PayPal,3
3335,66,1,Shirt,Clothing,23,California,M,Beige,Summer,3.4,0,"Bank Transfer","Free Shipping",0,0,21,"Credit Card",1
3336,44,1,Hat,Accessories,94,Texas,XL,Cyan,Winter,3.5,0,"Credit Card",Express,0,0,48,"Bank Transfer",2
3337,39,1,Blouse,Clothing,45,Montana,M,Brown,Fall,4,0,Venmo,"Free Shipping",0,0,24,"Debit Card",1
3338,23,1,Jacket,Outerwear,23,Arizona,L,Blue,Winter,4.4,0,"Bank Transfer","2-Day Shipping",0,0,45,"Bank Transfer",4
3339,29,1,Skirt,Clothing,94,Minnesota,L,White,Winter,2.9,0,Venmo,"2-Day Shipping",0,0,46,"Credit Card",3
3340,20,1,Gloves,Accessories,99,Nebraska,M,Cyan,Fall,3.6,0,"Debit Card","Store Pickup",0,0,35,Cash,4
3341,42,1,T-shirt,Clothing,36,Virginia,XL,Maroon,Fall,4.4,0,"Credit Card","Free Shipping",0,0,47,"Credit Card",4
3342,55,1,Jacket,Outerwear,50,Connecticut,XL,Olive,Summer,4.5,0,Venmo,Standard,0,0,35,"Credit Card",3
3343,66,1,Jacket,Outerwear,81,"New Jersey",M,Violet,Spring,3.8,0,"Credit Card","Free Shipping",0,0,45,"Credit Card",5
3344,24,1,Shorts,Clothing,31,Kentucky,XL,Green,Winter,3.6,0,"Bank Transfer","2-Day Shipping",0,0,6,Cash,4
3345,62,1,Hat,Accessories,48,Washington,XL,Magenta,Fall,4.3,0,"Debit Card","Free Shipping",0,0,20,Cash,1
3346,28,1,Handbag,Accessories,91,Florida,M,Turquoise,Summer,4,0,Cash,"2-Day Shipping",0,0,3,Venmo,4
3347,30,1,Jeans,Clothing,99,Oklahoma,M,Black,Summer,3.4,0,PayPal,Express,0,0,30,Venmo,2
3348,22,1,Shoes,Footwear,70,Iowa,XL,Cyan,Summer,4.4,0,"Credit Card",Standard,0,0,28,PayPal,4
3349,28,1,T-shirt,Clothing,74,"New Hampshire",L,Gray,Winter,2.8,0,PayPal,Standard,0,0,15,Cash,2
3350,35,1,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,0,Cash,"Store Pickup",0,0,29,PayPal,2
3351,45,1,Handbag,Accessories,33,Mississippi,S,Olive,Fall,4.9,0,PayPal,"2-Day Shipping",0,0,15,Cash,4
3352,43,1,Shirt,Clothing,49,"New Hampshire",L,Cyan,Spring,4.2,0,Cash,"2-Day Shipping",0,0,18,"Bank Transfer",4
3353,55,1,Belt,Accessories,96,Washington,M,Teal,Summer,2.9,0,"Credit Card","Next Day Air",0,0,7,"Bank Transfer",4
3354,31,1,Dress,Clothing,66,Ohio,L,Teal,Fall,4.6,0,"Debit Card","Free Shipping",0,0,19,"Credit Card",2
3355,42,1,Skirt,Clothing,45,Maryland,M,Orange,Fall,2.8,0,Cash,"Next Day Air",0,0,15,PayPal,5
3356,40,1,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,0,"Debit Card","Store Pickup",0,0,3,"Bank Transfer",4
3357,39,1,Jeans,Clothing,48,Tennessee,M,Silver,Summer,3.5,0,"Credit Card","Store Pickup",0,0,13,PayPal,4
3358,41,1,Hoodie,Clothing,67,Arkansas,M,Pink,Winter,3.5,0,Venmo,"Free Shipping",0,0,37,"Credit Card",3
3359,56,1,T-shirt,Clothing,59,Tennessee,M,Magenta,Fall,3.4,0,"Debit Card","2-Day Shipping",0,0,26,Cash,1
3360,43,1,Sunglasses,Accessories,74,"New Hampshire",L,Red,Fall,3.9,0,"Credit Card","Next Day Air",0,0,29,"Debit Card",3
3361,22,1,Jacket,Outerwear,81,Minnesota,M,Maroon,Spring,3.3,0,Venmo,"2-Day Shipping",0,0,47,Cash,2
3362,47,1,Shoes,Footwear,26,Florida,M,Silver,Spring,4.1,0,"Credit Card","Free Shipping",0,0,47,"Credit Card",4
3363,50,1,Handbag,Accessories,61,Tennessee,M,Gray,Summer,3,0,"Credit Card","Next Day Air",0,0,48,Venmo,4
3364,58,1,Sweater,Clothing,23,California,M,Turquoise,Winter,3,0,PayPal,"Next Day Air",0,0,46,"Bank Transfer",4
3365,50,1,Scarf,Accessories,33,Oregon,M,Peach,Fall,3.2,0,Cash,Standard,0,0,7,"Credit Card",3
